Name,Socket,Chipset,MaxRAMSpeed,MemoryType,SupportedStorageInterfaces,SupportedFormFactors,Formfactor
Gigabyte X570 Aorus Pro,AM4,AMD X570,3200MHz,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", M.2, U.2",ATX
NZXT N7 Z390 White,LGA 1151,Intel Z390,DDR4-4133 (OC),DDR4,"SATA III, M.2 NVMe, PCIe x4",,ATX
Gigabyte GA-970-Gaming Rev. 1.1,AM3+,AMD 970,DDR3 1866MHz,DDR3,"SATA III, PCIe x4 NVMe, eSATA","2.5"", 3.5""",ATX
Asus ROG Strix H270I Gaming,LGA 1151,Intel H270,DDR4-2400/2133,DDR4,"SATA III, M.2 ( PCIe x4), UEFI BIOS Flashback & USB BIOS Flashback",,Mini-ITX
Asrock X299 OC Formula,LGA 2066,Intel X299,DDR4-4400 (or higher),DDR4,"SATA III, PCIe NVMe, M.2","mSATA, M.2",ATX
Gigabyte GA-Z270MX-Gaming 5,LGA 1151,Intel Z270,DDR4 3200 MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5"" HDD, mSATA SSD, M.2 SSD",Micro-ATX
Gigabyte GA-AB350-Gaming,AM4,AMD B350,DDR4 3200 MHz,DDR4,"SATA III, M.2 (NVMe, SATA), PCIe x4","2.5-inch HDD, M.2 SSD, mSATA SSD",ATX
MSI Z270 Tomahawk,LGA 1151,Intel Z270,DDR4 3200,DDR4,"SATA III, M.2 NVMe, M.2 SATA","2.5"" HDD, M.2 SSD",ATX
Asrock B365 Phantom Gaming 4,LGA 1151,Intel B365,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe",M.2,ATX
MSI H110M PRO-VD D3,LGA 1151,Intel H110,DDR4 2133MHz,DDR4,"SATA III, M.2 (SATA & PCIe)","2.5"", 3.5""",Micro-ATX
Gigabyte GA-AB350M-D3V,AM4,AMD B350,3200MHz,DDR4,"SATA III, PCIe NVMe",AHCI,Micro-ATX
Asrock X99 Extreme6,LGA 2011-3,Intel X99,DDR4 3200 MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2 SATA, M.2 PCIe, USB 3.0, eSATA","2.5"" HDD, 3.5"" HDD, SSD, M.2 SSD",ATX
Asrock Z390 Steel Legend,LGA 1151,Intel Z390,"DDR4 4600(O.C.) / DDR4 3200 (non-ECC, ECC)",DDR4,"SATA III, M.2 (Key E), M.2 (Key M)",mSATA,ATX
Gigabyte GA-B150M-Gaming,LGA 1151,Intel B150,DDR4 2400MHz,DDR4,"SATA, M.2 (PCIe)","2.5-inch Hard Drive, M.2 SSD",Micro-ATX
ECS H110M-C2H D3L,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2 (SATA and PCIe), UEFI firmware updates via USB",None specified for storage interfaces (but supports various form factors through USB),Micro-ATX
Asrock 990FX Extreme9,AM3+,AMD 990FX,DDR3 2400 MHz (OC),DDR3,"SATA III, PCIe x2, IDE","2.5"", 3.5""",ATX
Gigabyte GA-Q170M-D3H,LGA 1151,Intel Q170,DDR4 2400MHz,DDR4,"SATA III, M.2, UEFI",None (assuming the supported storage interfaces are the only form factors),Micro-ATX
Gigabyte GA-Z170N-WIFI Rev. 2.0,LGA 1151,Intel Z170,DDR4 2400 MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5-inch, M.2",Mini-ITX
Colorful iGame Z370 Vulcan X,LGA 1151,Intel Z370,DDR4 2400MHz (or OC to 2666MHz),DDR4,"SATA III, PCIe NVMe, M.2","mSATA, M.2, U.2, SATA",ATX
MSI 970A-G45,AM3+,AMD 970,DDR3-2133,DDR3,"SATA III, PCIe x4, AHCI","HDD, SSD, M.2, PCIe SSD",ATX
Gigabyte GA-Z270X-Gaming K7,LGA 1151,Intel Z270,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD",ATX
Asrock Fatal1ty Z370 Professional Gaming i7,LGA 1151,Intel Z370,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2",U.2,ATX
Gigabyte H370M D3H,LGA 1151,Intel H370,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe","2.5"", M.2",Micro-ATX
MSI B350 Tomahawk Plus,AM4,AMD B350,3200MHz (according to various sources),DDR4,"SATA III, PCIe x2 (for NVMe), M.2","M.2, U.2, SATA",ATX
MSI Z170A Tomahawk AC,LGA 1151,Intel Z170,DDR4-3400 (OC),DDR4 SDRAM,"SATA III, PCIe NVMe, M.2 SATA/SATA Express","M.2, SATA, PCIe x16",ATX
Asrock Z390M-ITX/ac,LGA 1151,Intel Z390,DDR4 4666MHz (OC),DDR4,"SATA III, PCIe NVMe",2.5-inch HDD and SSD,Mini-ITX
Gigabyte GA-A320-DS3,AM4,AMD A320,3200MHz,DDR4,"SATA III, M.2 NVMe, PCIe x2","M.2, SATA, PCIe",ATX
Gigabyte GA-H110M-WW,LGA 1151,Intel H110,DDR4 2400 MHz,DDR4,"SATA III, M.2 NVMe/SATA","2.5-inch Hard Drive, M.2 SSD",Micro-ATX
Asrock Fatal1ty X470 Gaming-ITX/ac,AM4,AMD X470,3200MHz (assuming DDR4 RAM),DDR4,"SATA III, M.2 NVMe","M.2, SATA",Mini-ITX
Asrock Z390M Pro4,LGA 1151,Intel Z390,4000MHz (OC),DDR4,"SATA III, PCIe NVMe",,Micro-ATX
Asrock X299E-ITX/ac,LGA 2066,Intel X299,DDR4 3200,DDR4,"SATA III, M.2 (Key E)",,Mini-ITX
Colorful iGame Z270 Ymir-X,LGA 1151,Intel Z270,DDR4-3866MHz,DDR4,"SATA III, PCIe NVMe","2.5-inch, M.2",ATX
Asus X99-E,LGA 2011-3,Intel X99,2400 MHz,DDR4,"SATA III, PCIe, M.2","2.5""",ATX
MSI H110M Grenade,LGA 1151,Intel H110,DDR4 2400,DDR4,"SATA III, M.2 (SATA and PCIe)","2.5"" HDD, M.2 SSD",Micro-ATX
Biostar Hi-Fi B150S1 D4,LGA 1151,Intel B150,"DDR3/3200 MHz, DDR4/2400 MHz",DDR3 and DDR4,"SATA III, M.2 ( PCIe x2 & SATA), USB 3.1 Gen 1",,Micro-ATX
EVGA X79 SLI,LGA 2011,Intel X79,DDR3-1866,DDR3,"SATA II, SATA III, eSATA, PCIe","Hard Drive, SSD",ATX
Asrock H310M-STX,LGA 1151,Intel H310,DDR4 2400,DDR4,"SATA III, M.2 (SATA and PCIe), USB","mSATA, M.2",Mini-STX
MSI X79A-GD45 Plus,LGA 2011,Intel X79,DDR3 1600/1333,DDR3,"SATA III, eSATA, USB (for external storage devices)","2.5"" and 3.5""",ATX
Asus TUF B360-Pro Gaming,LGA 1151,Intel B360,DDR4 2400 MHz,DDR4,"SATA III, M.2 (Key E), PCIe NVMe","M.2, SATA",ATX
Gigabyte GA-970A-DS3P Rev. 1.0,AM3+,AMD 970,DDR3 1866 MHz,DDR3,"SATA III, PCIe x2, IDE, eSATA","2.5"", 3.5""",ATX
MSI B150M PRO-VH,LGA 1151,Intel B150,DDR4-2400,DDR4,"SATA III, M.2 (SATA and PCIe)","2.5-inch, M.2",Micro-ATX
Asrock EPYC3101D4I-2T,Onboard CPU,SOC,DDR4-3200,DDR4,"SATA III, M.2 NVMe",,Mini-ITX
Maxsun MS-Meterstone B250M Gaming R2.0,LGA 1151,Intel B250,2400MHz,DDR4,"SATA III, M.2 (NVMe, SATA)","2.5"", 3.5""",Micro-ATX
Gigabyte GA-Z170X-Ultra Gaming,LGA 1151,Intel Z170,2400 MHz (or OC to 3866 MHz),DDR4,"SATA III, PCIe NVMe","M.2, mSATA, U.2",ATX
Asrock Z270M-ITX/ac,LGA 1151,Intel Z270,DDR4 3200(O.C.),DDR4,"SATA6Gb/s, M.2, U.2",,Mini-ITX
MSI B250M Bazooka Plus,LGA 1151,Intel B250,2400 MHz,DDR4,"SATA III, M.2 (SATA and PCIe), USB-C with UASP","2.5"", M.2",Micro-ATX
MSI H170A PC Mate,LGA 1151,Intel H170,DDR4-2400,DDR4,"SATA III, PCIe x4","HDD, SSD",ATX
Gigabyte GA-Z270-Phoenix Gaming,LGA 1151,Intel Z270,DDR4-3200 (OC),DDR4,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD, SATA Optical Drive",ATX
Asus ROG Maximus IX Extreme,LGA 1151,Intel Z270,DDR4 4600MHz,DDR4,"SATA III, PCIe NVMe, M.2, U.2, USB-C","2.5-inch HDD, 3.5-inch HDD, mSATA SSD, M.2 SSD, SATA DVD, USB Flash Drive",E-ATX
Gigabyte GA-Z170N-Gaming 5 Rev. 1.1,LGA 1151,Intel Z170,DDR4-3400 (OC),DDR4,"SATA III, M.2 NVMe, M.2 SATA, UFS","M.2, mSATA",Mini-ITX
MSI Z370M Gaming Pro AC,LGA 1151,Intel Z370,DDR4-2666,DDR4,"SATA III, PCIe NVMe","2.5-inch, M.2 (Key E), M.2 (Key M)",Micro-ATX
MSI B450-A Pro,AM4,AMD B450,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2","2.5"" HDD, M.2 SSD",ATX
Asrock Fatal1ty X370 Gaming-ITX/ac,AM4,AMD X370,3200MHz (assuming this is a common speed for DDR4 RAM),DDR4,"SATA III, PCIe NVMe","M.2 (with SATA and PCIe interfaces), M.2 (with PCIe interface only)",Mini-ITX
Gigabyte GA-X150-Plus WS,LGA 1151,Intel C232,DDR4 2400,DDR4,"SATA III, PCIe NVMe","2.5"" HDD, M.2 SSD",ATX
Gigabyte GA-AB350M-DS2,AM4,AMD B350,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2, UEFI","M.2, U.2, SATA",Micro-ATX
Biostar B350GTN,AM4,AMD B350,DDR4 3200MHz (OC),DDR4 SDRAM,"SATA III, PCIe NVMe","2.5""",Mini-ITX
MSI B150M Mortar Arctic,LGA 1151,Intel B150,"DDR3 1600/PC3 12800, DDR4 2400/PC4 19200 (unofficially up to 3200MHz with overclocking)",DDR3 and DDR4,"SATA III, PCIe NVMe",,Micro-ATX
Asus Prime B250M-J,LGA 1151,Intel B250,DDR4 2400 MHz,DDR4,"SATA III, M.2 (SATA and PCIe), USB","2.5"" HDD, M.2 SSD, mSATA SSD",Micro-ATX
Asus ROG Zenith Extreme Alpha,TR4,AMD X399,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe",2.5-inch and M.2,E-ATX
Gigabyte Z390 Gaming SLI,LGA 1151,Intel Z390,DDR4 4600MHz (OC),DDR4,"SATA III, M.2 NVMe, PCIe x4","M.2, U.2",ATX
Gigabyte GA-EX58-UD4P,LGA 1366,Intel X58,2400 MHz,DDR3,"SATA III, eSATA, PCIe","HDD, SSD",ATX
Gigabyte GA-B150N-GSM,LGA 1151,Intel B150,DDR4-2400,DDR4,"SATA III, M.2","2.5"", M.2",Mini-ITX
Asus B150-Plus,LGA 1151,Intel B150,DDR4 2400,DDR4,"SATA III, M.2 NVMe, PCIe x4","mSATA, M.2, UEFI",ATX
MSI Z97-G43 Gaming,LGA 1150,Intel Z97,DDR3-3200,DDR3,"SATA III, PCIe x4, M.2 (SATA and PCIe)","2.5-inch HDD, M.2 SSD",ATX
Asrock Fatal1ty X299 Gaming K6,LGA 2066,Intel X299,DDR4 3200 (OC),DDR4,"SATA III, PCIe NVMe","2.5"", M.2",ATX
Biostar A320MD PRO,AM4,AMD A320,3200MHz,DDR4,"SATA III, PCIe NVMe","2.5-inch SATA HDD, M.2 SSD",Micro-ATX
MSI Z270 Camo Squad,LGA 1151,Intel Z270,DDR4-3200,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD, mSATA SSD, U.2",ATX
Gigabyte Z490 Aorus Elite,LGA 1200,Intel Z490,DDR4 4600 MHz / DDR5 5333 MHz (depending on the installed CPU),DDR4/DDR5,"SATA, M.2, PCIe NVMe","U.2, M.2, SATA",ATX
Asrock MXM IPC-H110,LGA 1151,Intel H110,DDR4-2400,DDR4,"SATA III, M.2 (SATA & PCIe)","M.2, U.2",Micro-STX
Asus H170I-Pro,LGA 1151,Intel H170,2400 MHz,DDR4,"SATA III, M.2 (NAND)",,Mini-ITX
Gigabyte GA-970A-D3 Rev. 1.0,AM3+,AMD 970,DDR3 1600MHz (OC),DDR3,"SATA III, USB, eSATA","2.5"" HDD, 3.5"" HDD, SSD",ATX
Asrock X570 Phantom Gaming-ITX/TB3,AM4,AMD X570,3200 MHz,DDR4,"M.2 NVMe, SATA III, USB-C (Thunderbolt 3), HDMI, DisplayPort","2.5-inch HDD, M.2 SSD, mSATA SSD",Mini-ITX
Asus B365M-Pixiu,LGA 1151,Intel B365,DDR4 2400 MHz,DDR4,"M.2, SATA 6Gb/s, USB",,Micro-ATX
Asrock X570 Steel Legend WiFi ax,AM4,AMD X570,3200MHz (assuming it supports DDR4-3200 RAM),DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD, U.2 SSD",ATX
Asrock Z170 Pro4/D3,LGA 1151,Intel Z170,DDR4-3200,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch, mSATA, M.2",ATX
Gigabyte Z490 Aorus Pro AX,LGA 1200,Intel Z490,DDR4 3200MHz,DDR4,"M.2 NVMe, SATA, PCIe 3.0 x4","M.2 (Key E), M.2 (Key M)",ATX
Asrock Fatal1ty 990FX Professional,AM3+,AMD 990FX,DDR3 2400,DDR3,"SATA II, SATA III, IDE, eSATA","2.5-inch, 3.5-inch",ATX
Gigabyte GA-Z170X-UD3 Ultra,LGA 1151,Intel Z170,DDR4 2400,DDR4,"SATA, PCIe, M.2 (NVMe)","M.2, mSATA, U.2, USB-C",ATX
EVGA Z270 Classified K,LGA 1151,Intel Z270,DDR4-3333MHz,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", mSATA, M.2",E-ATX
Asrock B150M-HDV,LGA 1151,Intel B150,DDR4 2133(O.C.),,"SATA III, M.2 NVMe, PCIe x2","2.5"" and 3.5""",Micro-ATX
Gigabyte GA-Z270X-Gaming 7,LGA 1151,Intel Z270,3200 MHz (assuming DDR4 memory),DDR4,"SATA III, M.2 NVMe, PCIe x4","M.2 SSD, U.2 SSD, SATA DVD",ATX
Gigabyte GA-Z170X-Gaming 5 Rev. 1.1,LGA 1151,Intel Z170,DDR4-3400 (OC),DDR4 SDRAM,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD",ATX
Gigabyte GA-H170-Gaming 3 Rev. 1.0,LGA 1151,Intel H170,DDR4 2400MHz,DDR4,"SATA III, PCIe NVMe","M.2, U.2",ATX
Gigabyte GA-990FXA-UD3 Rev. 3.0,AM3+,AMD 990FX,DDR3 1600/1333 (OC),DDR3,"SATA III, SATA II, eSATA, M.2 NVMe, PCIe x4, UEFI Flash","2.5"", 3.5""",ATX
Asrock X370M Pro4,AM4,AMD X370,DDR4 3200,DDR4,"SATA III, M.2 (NVMe), U.2","2.5"" HDD, M.2 SSD, U.2 SSD",Micro-ATX
Colorful Battle AXE C.Z170 PLUS,LGA 1151,Intel Z170,DDR4-2400,DDR4,"SATA III, PCIe NVMe, M.2","SSD (M.2), Hard Drive (3.5""), Solid State Drive (SATA)",ATX
Asrock Fatal1ty X99M Killer/3.1,LGA 2011-3,Intel X99,"3200 MHz (since it's an Intel X99 chipset, which supports DDR4 memory with a maximum speed of 3200 MHz)",DDR4,"SATA III, M.2 (with PCIe and SATA interfaces), U.2",,Micro-ATX
Asus ROG Strix Z370-G Gaming,LGA 1151,Intel Z370,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2 NVMe","2.5-inch HDD, M.2 SSD, U.2 SSD",Micro-ATX
Asrock H110M-HDS R3.0,LGA 1151,Intel H110,DDR4 2133MHz,DDR4,"SATA III, M.2 NVMe","2.5"", M.2",Micro-ATX
Asus ROG Crosshair VII Hero (Wi-Fi),AM4,AMD X470,DDR4 3200MHz,DDR4 SDRAM,"SATA III, PCIe NVMe, M.2","M.2, U.2",ATX
Asrock H110M-HDV/D3,LGA 1151,Intel H110,2133MHz,DDR4,"SATA III, M.2 (SATA and PCIe)","HDD, SSD, M.2",Micro-ATX
Gigabyte GA-B150M-HD3 DDR3,LGA 1151,Intel B150,2133MHz (assuming DDR3),DDR3,"SATA III, PCIe x2","2.5-inch HDD, M.2 SSD",Micro-ATX
Fujitsu D3401-B1,LGA 1151,Intel Q150,DDR4 2400MHz,DDR4,"SATA III, M.2 NVMe","2.5-inch HDD, M.2 SSD",Micro-ATX
MSI X299 XPower Gaming AC,LGA 2066,Intel X299,DDR4 4400 MHz (OC),DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5"", 3.5""",E-ATX
Asrock X99 Extreme3,LGA 2011-3,Intel X99,DDR4 3200 (OC),DDR4,"SATA III, M.2 (NVMe), PCIe NVMe, UEFI NVMe","2.5-inch Hard Drive, M.2 SSD, mSATA SSD, mSATA Solid State Drive",ATX
Gigabyte B360 Aorus Gaming 3,LGA 1151,Intel B360,DDR4-2400,DDR4,"SATA III, M.2 NVMe","2.5"", M.2",ATX
Asrock X570 Phantom Gaming 4S,AM4,AMD X570,"DDR4 4600 MHz (OC), DDR4 3200 MHz (Non-OC)",DDR4,"SATA III, PCIe NVMe, M.2, U.2","M.2, U.2, mSATA, SATA",ATX
Asrock Fatal1ty H270M Performance,LGA 1151,Intel H270,DDR4 2400,DDR4,"SATA III, M.2 NVMe, M.2 SATA","M.2, SATA",Micro-ATX
Maxsun MS-Z170MD4 Turbo,LGA 1151,Intel Z170,DDR4 3200 MHz,,"SATA III, M.2 NVMe, PCIe NVMe","2.5-inch HDD, mSATA SSD, M.2 SSD",Micro-ATX
Asrock J4205-ITX,Onboard CPU,SOC,DDR3L 1600MHz,DDR3L,"SATA6G, M.2 (SATA & PCIe)",,Mini-ITX
Gigabyte GA-H270-HD3P,LGA 1151,Intel H270,DDR4 2400MHz,DDR4,"SATA III, M.2 (NVMe, SATA), PCIe NVMe","mSATA, M.2",ATX
Gigabyte GA-Z170X-Designare,LGA 1151,Intel Z170,DDR4 2400 MHz,DDR4,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD, U.2 SSD",ATX
Gigabyte Z390 Designare,LGA 1151,Intel Z390,DDR4 4600 (OC),DDR4,"SATA6Gb/s, M.2 NVMe, PCIe x4","mSATA, M.2, U.2, SATA",ATX
Asrock B150M Combo-G,LGA 1151,Intel B150,DDR4 2133 MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2","2.5"" HDD, M.2 SSD",Micro-ATX
Biostar A70MD Pro,FM2+,AMD A70M,1866MHz,DDR3,"SATA III, PCIe NVMe",,Micro-ATX
Gigabyte GA-H170M-D3H DDR3,LGA 1151,Intel H170,DDR3 1600MHz (assuming it only supports DDR3),DDR3,"SATA III, PCIe NVMe",,Micro-ATX
Asus Z170-Premium,LGA 1151,Intel Z170,DDR4-3400MHz,DDR4,"SATA III, PCIe NVMe","m.2, M.2 (Key E), U.2",ATX
EVGA X79 Classified,LGA 2011,Intel X79,2400MHz,DDR3,"SATA III, PCIe","2.5"" and 3.5""",XL-ATX
Asrock H97 Anniversary,LGA 1150,Intel H97,DDR3 3200,DDR3,"SATA III, PCIe NVMe, M.2","2.5"", 3.5""",ATX
Asrock X299 Killer SLI/ac,LGA 2066,Intel X299,DDR4-4600 (or DDR5-4800),DDR4 or DDR5,"SATA III, PCIe NVMe, M.2, U.2, USB-C","2.5"" HDD, M.2 SSD, U.2 SSD",ATX
MSI H110M PRO-VHL,LGA 1151,Intel H110,DDR4 2400 MHz,DDR4 SDRAM,"SATA III, M.2 NVMe, PCIe x2","2.5"", 3.5""",Micro-ATX
MSI B360 Gaming Pro Carbon,LGA 1151,Intel B360,DDR4-2400,DDR4,"M.2 NVMe, SATA III, USB",,ATX
MSI Z170A-G43 Plus,LGA 1151,Intel Z170,DDR4-3400,DDR4,"SATA III, PCIe NVMe, M.2 (SATA and PCIe), U.2",,ATX
Asus Z170-WS,LGA 1151,Intel Z170,DDR4 3200MHz,DDR4,"SATA III, PCIe NVMe, M.2 SATA, M.2 PCIe","2.5"", 3.5"", mSATA, M.2",ATX
EVGA Z370 FTW,LGA 1151,Intel Z370,DDR4-2666,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", 3.5""",ATX
EVGA Z97 Classified,LGA 1150,Intel Z97,DDR3 3200MHz,DDR3,"SATA III, PCIe NVMe, M.2","2.5-inch HDD, M.2 SSD",E-ATX
Asrock Z270 Killer SLI,LGA 1151,Intel Z270,DDR4 3200 MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5"", 3.5""",ATX
Gigabyte GA-970A-UD3 Rev. 1.0,AM3+,AMD 970,DDR3 2600MHz,DDR3,"SATA III, PCIe x2 (for NVMe and AHCI), IDE","2.5-inch HDD, M.2 SSD, mSATA SSD, UEFI flash drive",ATX
Asus ROG Maximus XI Gene,LGA 1151,Intel Z390,3200 MHz,DDR4,"SATA III, M.2 NVMe, PCIe NVMe","2.5"", mSATA, U.2",Micro-ATX
MSI X79A-GD45,LGA 2011,Intel X79,2400 MHz,DDR3,"SATA III, PCIe, AHCI","2.5"", 3.5""",ATX
Gigabyte B360 Aorus Gaming 3 Wifi,LGA 1151,Intel B360,DDR4 2400,DDR4,"M.2, SATA III, USB","2.5"" HDD, M.2 SSD, SATA DVD",ATX
Gigabyte GA-X99-Ultra Gaming Rev. 1.0,LGA 2011-3,Intel X99,DDR4 3200,DDR4,"SATA III, PCIe NVMe, M.2","2.5"", mSATA, M.2",ATX
MSI H310M Pro-D Plus,LGA 1151,Intel H310,DDR4 2400 MHz,DDR4,"SATA III, M.2 (Key M), PCIe NVMe",,Micro-ATX
Asus ROG Strix Z490-I Gaming,LGA 1200,Intel Z490,DDR4 3200 (OC),DDR4,"SATA III, M.2 NVMe",M.2,Mini-ITX
EVGA X299 Dark,LGA 2066,Intel X299,DDR4-2933,DDR4,"SATA III, PCIe NVMe","M.2, U.2, SATA",E-ATX
MSI H110I Pro AC,LGA 1151,Intel H110,DDR4 2400MHz,DDR4,"SATA III, M.2 (SATA & PCIe)",,Mini-ITX
Gigabyte GA-970-Gaming Rev. 1.0,AM3+,AMD 970,DDR3 1866 MHz (OC) / DDR3 1600 MHz (Non-OC),DDR3,"SATA III, IDE, PCIe x2 for Marvell SATA Controller",,ATX
Gigabyte H370 HD3,LGA 1151,Intel H370,DDR4-2666,DDR4,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD, M.2 NVMe SSD",ATX
Gigabyte GA-AX370-Gaming 3,AM4,AMD X370,DDR4 3200 MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2 SATA","U.2, M.2 E-Key, M.2 B-Key",ATX
Asrock EPYC3251D4I-2T,Onboard CPU,SOC,DDR4-3200,DDR4,"SATA III, PCIe NVMe",None (assuming only Mini-ITX is supported),Mini-ITX
Gigabyte Z370N WiFi,LGA 1151,Intel Z370,DDR4 3200 MHz (OC),DDR4,"SATA III, PCIe NVMe, M.2 NVMe","M.2 (Key E), M.2 (Key M), U.2",Mini-ITX
Asrock H97M Anniversary,LGA 1150,Intel H97,DDR3 1600/1333/1066 MHz,DDR3,"SATA III, PCIe x4, M.2 (SATA and PCIe)","2.5-inch HDD, M.2 SSD",Micro-ATX
Asus B150 Pro Gaming,LGA 1151,Intel B150,"DDR4-2400 (or 2133MHz, depending on the RAM type)",DDR4 SDRAM,"SATA III, PCIe NVMe","2.5-inch HDD, M.2 SSD",ATX
Asus TUF Z370-Pro Gaming,LGA 1151,Intel Z370,DDR4 4800MHz,DDR4,"SATA III, M.2 NVMe, PCIe x4","2.5"", 3.5""",ATX
Asus ROG Maximus VIII Impact,LGA 1151,Intel Z170,DDR4 3400,DDR4,"SATA III, PCIe NVMe",2.5-inch and M.2 SSDs,Mini-ITX
Biostar B250ET2,LGA 1151,Intel B250,DDR4 2400 MHz,DDR4,"SATA III, M.2 (SATA/SPI)",,Micro-ATX
Asus ROG Strix Z270G Gaming,LGA 1151,Intel Z270,DDR4 3400 MHz (OC),DDR4,"SATA III, M.2 (NVMe), PCIe x16","U.2, M.2 (22x80mm, SATA/PCIe)",Micro-ATX
Asrock B150 Combo,LGA 1151,Intel B150,DDR4 2400,DDR4,"SATA III, M.2","2.5"", mSATA, M.2",ATX
MSI B350M Pro-VH Plus,AM4,AMD B350,DDR4 3200 MHz,DDR4,"SATA III, M.2 NVMe, M.2 SATA","PCIe x16, PCIe x4, USB-A, USB-C, HDMI, DisplayPort",Micro-ATX
Asus ROG Dominus Extreme,LGA 3647,Intel C621,DDR4-2933 (or higher with overclocking),DDR4,"SATA III, PCIe NVMe, M.2, U.2","2.5"", 3.5""",SSI-EEB
Asrock H110M-HDVP,LGA 1151,Intel H110,DDR4 2133,DDR4,"SATA III, M.2 (NAND), M.2 (SATA)","M.2, mSATA, UEFI, USB",Micro-ATX
ECS H110I-C33,LGA 1151,Intel H110,DDR4 2400MHz,DDR4,"SATA III, M.2","2.5-inch HDD, M.2 SSD",Mini-ITX
MSI B350 Krait Gaming,AM4,AMD B350,3200 MHz (Dual Channel),DDR4,"SATA III, M.2 NVMe, M.2 SATA","M.2 SSD, mSATA SSD, SATA HDD",ATX
SOYO SY-B250D4W+,LGA 1151,Intel B250,DDR4-2400,DDR4,"SATA III, PCIe NVMe","2.5"" HDD, M.2 SSD",Micro-ATX
Asrock H170M Pro4S,LGA 1151,Intel H170,DDR4 2133 (OC),DDR4,"SATA6Gb/s, M.2, PCIe",Micro-ATX,Micro-ATX
Gigabyte Z390 Aorus Xtreme Waterforce 5G,LGA 1151,Intel Z390,DDR4 4600MHz (OC),DDR4,"M.2 NVMe, SATA III, PCIe 3.0 x4","M.2, U.2, SATA III, PCIe",E-ATX
