model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
G Skill Intl F4-3200C14-8GTZSK 8GB,DDR4,18450,8,SO-DIMM,Dual Channel
Crucial Technology BL16G36C16U4WL.M16FE 16GB,DDR4,18300,16,SO-DIMM,Dual Channel
Team Group Inc. TEAMGROUP-UD4-4000 4GB,DDR4,18250,4,DIMM,UDIMM
Mushkin MRX4U300GJJM16G 16GB,DDR4,18250,16,SO-DIMM,Dual Channel
G Skill Intl F4-4000C18-8GTZKW 8GB,DDR4,18050,8,Dual In-Line Memory Module (DIMM),XMP 2.0
Patriot Memory (PDP Systems) 4133 C19 Series 8GB,DDR4,17950,8,SO-DIMM,Dual Channel
Gold Key Technology Co Ltd NMUD416E86-3200D 16GB,DDR4,17750,16,SO-DIMM,2Rx8
Kingston KHX4266C19D4/8GX 8GB,DDR4,17700,8,SO-DIMM,PC4-2666
Crucial Technology BLM8G40C18U4BL.M8FE1 8GB,DDR4,17500,8,SO-DIMM,Unbuffered
G Skill Intl F4-3600C18-16GTRG 16GB,DDR4,17400,16,Dual In-Line Memory Module (DIMM),UDIMM
Kingston KHX3733C19D4/8GX 8GB,DDR4,17300,8,SO-DIMM,Unbuffered
Corsair CMT128GX4M8X3600C18 16GB,DDR4,16950,16,DIMM,X8
G Skill Intl F4-3600C14-16GTZN 16GB,DDR4,19700,16,SO-DIMM,Dual Channel
Crucial Technology BLS4G4D26BFSB.8FD2 4GB,DDR4,18900,4,DIMM,Unbuffered Single Rank
Corsair CMK8GX4M2B4266C19 4GB,DDR4,18800,4,DIMM,Dual Channel
G Skill Intl F4-3866C18-8GTZKW 8GB,DDR4,18800,8,SO-DIMM,Unbuffered
G Skill Intl F4-3200C14-16GTZSW 16GB,DDR4,18650,16,SO-DIMM,Dual Channel
Corsair CMK16GX4M4B3733C17 4GB,DDR4,18500,4,SO-DIMM,Unbuffered
Corsair CMR32GX4M4C3333C16 8GB,DDR4,18350,8,SO-DIMM,Dual In-Line
Patriot Memory (PDP Systems) 3733 C17 Series 8GB,DDR4,18350,8,DIMM,Dual Channel
G Skill Intl F4-5066C20-8GVK 8GB,DDR4,18250,8,SO-DIMM,PC4-18250U
G Skill Intl F4-4133C19-8GTZC 8GB,DDR4,18000,8,SO-DIMM,Dual Channel
G Skill Intl F4-4000C18-8GTZ 8GB,DDR4,17900,8,SO-DIMM,Dual Channel
G Skill Intl F4-4000C17-8GTRS 8GB,DDR4,17600,8,SO-DIMM,2x4GB
Crucial Technology BLM16G40C18U4B.M8FB1 16GB,DDR4,17550,16,UDIMM,x16
Kingston KHX3733C19D4/16GX 16GB,DDR4,17500,16,DIMM,Dual Channel
G Skill Intl F4-3200C14-32GTRS 32GB,DDR4,20350,32,DIMM,Dual Channel
Wilk Elektronik S.A. IRH3200D464L16/16G 16GB,DDR4,19250,16,LFF (Low Profile Form Factor),x16
V-Color Technology Inc. TA48G30S815GK 8GB,DDR4,19200,8,SO-DIMM,Dual In-Line Memory Module (DIMM)
Team Group Inc. TEAMGROUP-D4-3600 4GB,DDR4,19150,4,DIMM,Single Sided
G Skill Intl F4-3800C14-16GTZN 16GB,DDR4,19150,16,DIMM,Dual Channel
Corsair CMD16GX4M2B3600C18 8GB,DDR4,18750,8,SO-DIMM,Dual Channel
Corsair CMD16GX4M2B3466C16 8GB,DDR4,18700,8,DIMM,Dual Channel
Corsair CMK32GX4M2B3333C16 16GB,DDR4,18650,16,DIMM,Dual Channel
G Skill Intl F4-3600C14-8GTZRA 8GB,DDR4,18450,8,SO-DIMM,Dual Channel
G Skill Intl F4-3200C14-16GVR 16GB,DDR4,18450,16,DIMM,x8 Dual Channel
Mushkin MR[ABC]4U320GJJM32G 32GB,DDR4,18350,32,UDIM (Unbuffered Dual In-Line Memory Module),
G Skill Intl F4-4000C18-16GTZN 16GB,DDR4,18350,16,Dual In-Line Memory Module (DIMM),"Unbuffered, Single-Channel"
Corsair CM4X4GD3000C16K2 4GB,DDR4,18100,4,UDIMM (Unbuffered Dual In-Line Memory Module),"PC4-1800, C16"
G Skill Intl F4-4000C18-8GTZRB 8GB,DDR4,18100,8,SO-DIMM,Dual Channel
Corsair CMK32GX4M2K3600C16 16GB,DDR4,18050,16,DIMM,Dual Channel
Corsair CMD32GX4M2C3466C16W 16GB,DDR4,17900,16,UDIMM,x4 Dual Channel
Gold Key Technology Co Ltd NMUD416E82-3200D 16GB,DDR4,17750,16,UDIM,PC4-17750
G Skill Intl F4-3600C16-8GTZKK 8GB,DDR4,17600,8,SO-DIMM,Dual Channel
G Skill Intl F4-4000C16-16GTRSA 16GB,DDR4,17250,16,UDIM,Dual Channel
Kingston XN205T-HYD2 16GB,DDR4,17050,16,SO-DIMM,Dual In-Line (DIMM)
A-DATA Technology AO1P32MCST2-BZPS 16GB,DDR4,17050,16,SO-DIMM,Single Rank x8
Corsair CMN32GX4M2Z4600C18 16GB,DDR4,17000,16,SO-DIMM,Dual In-Line (DIMM)
Corsair CMT64GX4M8Z3600C16 8GB,DDR4,17000,8,SO-DIMM,Dual Channel
G Skill Intl F4-4266C17-8GTZR 8GB,DDR4,16800,8,SO-DIMM,Dual Channel
Apacer Technology 78.CAGNT.AR40B 8GB,DDR4,19050,8,SO-DIMM,Single Channel
Corsair CMW16GX4M2C3200C14 8GB,DDR4,18200,8,SO-DIMM,Dual Channel
Kingston 9905701-141.A00G 16GB,DDR4,18050,16,SO-DIMM,Unbuffered
Corsair CMK32GX4M2L3200C16 16GB,DDR4,17950,16,Module,Dual Channel
G Skill Intl F4-3600C16-16GTZRC 16GB,DDR4,17900,16,UDIM,x8 dual in-line memory module
Corsair CMW16GX4M2K4266C19 8GB,DDR4,17750,8,DIMM,Dual Channel
Corsair CMK32GX4M4B3466C16 8GB,DDR4,17750,8,DIMM,Dual Inline Memory Module (DIMM)
Crucial Technology BLM16G44C19U4BL.M8FB 16GB,DDR4,17400,16,SO-DIMM,Dual Channel
G Skill Intl F4-3600C17-16GTZ 16GB,DDR4,17250,16,SO-DIMM,Dual Channel
G Skill Intl F4-4000C18-8GTZR 8GB,DDR4,17250,8,SO-DIMM,Unbuffered Single Sided
Thermaltake Technology Co Ltd R009D408GX2-4000C19A 8GB,DDR4,17250,8,DIMM,Single x8
Apacer Technology GD2.22428S.001 8GB,DDR4,17200,8,SO-DIMM,Dual Channel
Kingston HP32D4U8S8HD-8X 8GB,DDR4,17150,8,SO-DIMM,"Unbuffered, Single-Rank, x8"
Mushkin MR[ABC]4U360JNNM16G 16GB,DDR4,16500,16,SO-DIMM,Single Rank
G Skill Intl F4-3600C19-16GSXK 16GB,DDR4,14600,16,Dual In-Line Memory Module (DIMM),Dual Channel
Gold Key Technology Co Ltd NMUD416E82-4000F 16GB,DDR4,19500,16,UDIMM,1Rx8
Essencore Limited KD48GU880-36A180Z 8GB,DDR4,19500,8,SO-DIMM,Dual Channel
G Skill Intl F4-3400C16-8GSXW 8GB,DDR4,19200,8,DIMM,Dual Channel
Crucial Technology BL8G32C16U4WL.M8FE1 8GB,DDR4,18800,8,SO-DIMM,x2 Dual Channel
Crucial Technology BL16G30C15U4R.M16FE1 16GB,DDR4,18600,16,UDIMM,"Single-Rank, Dual-Channel"
G Skill Intl F4-3200C16-16GTZKY 16GB,DDR4,18550,16,SO-DIMM,Dual Channel
G Skill Intl F4-3466C16-16GTZR 16GB,DDR4,18550,16,UDIM,PC4-18550
Essencore Limited KD48GU88C-26N1600 8GB,DDR4,18450,8,UDIMM,Single Channel
Wilk Elektronik S.A. GR3200D464L22/16G 16GB,DDR4,18450,16,SO-DIMM,Unbuffered
Kingston KF3600C16D4/16GX 16GB,DDR4,18350,16,DIMM,Dual In-Line Memory Module
Team Group Inc. TEAMGROUP-D4-3733 8GB,DDR4,18200,8,"SO-DIMM (since it's an 8GB module, which is commonly used for laptops and small form factor PCs)",Dual Channel (this is the most common configuration for DDR4 modules)
Corsair CMT16GX4M2K3600C16 8GB,DDR4,18100,8,SO-DIMM,Single Rank
Kingston 9905734-063.A00G 32GB,DDR4,17450,32,DIMM,Single Rank x16
Crucial Technology BLE8G4D40BEEAK.M8FE1 8GB,DDR4,17400,8,SO-DIMM,Dual Channel
Kingston KHX3200C20S4/32GX 32GB,DDR4,17050,32,Dual In-Line Memory Module (DIMM),XMP
G Skill Intl F4-4400C18-8GTZRC 8GB,DDR4,19300,8,SO-DIMM,Single Channel
Kingston KF3200C18D4/8G 8GB,DDR4,19100,8,SO-DIMM,"Single Rank, 16x256MB"
G Skill Intl F4-4400C19-16GVK 16GB,DDR4,18800,16,SO-DIMM,Dual Channel
Corsair CMG16GX4M2D3600C18 8GB,DDR4,18750,8,DIMM,Dual Channel
G Skill Intl F4-3600C19-8GSXW 8GB,DDR4,18400,8,SO-DIMM,Dual Channel
Corsair CMD32GX4M4C3466C16W 8GB,DDR4,18300,8,DIMM,Dual Channel
Patriot Memory (PDP Systems) 3600 C20 Series 8GB,DDR4,18200,8,SO-DIMM,X16
Corsair CMD8GX4M2B3200C16 4GB,DDR4,17900,4,DIMM,Dual Channel
G Skill Intl F4-3600C19-16GTRG 16GB,DDR4,17850,16,SO-DIMM,Dual Channel
G Skill Intl F4-4266C19-8GTZR 8GB,DDR4,17850,8,SO-DIMM,Dual Channel
Chun Well Technology Holding Limited ND4U1636181DRLDE 16GB,DDR4,17850,16,UDIMM,Single Rank x16
G Skill Intl F4-3600C16-8GVKC 8GB,DDR4,17800,8,SO-DIMM,Dual Channel
V-Color Technology Inc. TL48G30S816KRGB 8GB,DDR4,17750,8,SO-DIMM,"Single Rank, Unbuffered"
Corsair CMR32GX4M2F3600C18 16GB,DDR4,17700,16,DIMM,Dual Channel
Patriot Memory (PDP Systems) 4000 C20 Series 8GB,DDR4,17700,8,SO-DIMM,Dual Channel
Crucial Technology BL16G32C16U4BL.M16FE 16GB,DDR4,17600,16,UDIMM,"Unbuffered, Single-Channel"
G Skill Intl F4-4266C17-8GTZRB 8GB,DDR4,17300,8,SO-DIMM,1Rx8
Crucial Technology BLM8G44C19U4B.M8FE1 8GB,DDR4,17250,8,SO-DIMM,Single-Rank
G Skill Intl F4-3600C18-32GTZR 32GB,DDR4,16850,32,DIMM,Dual Channel
Kingston XN205T-MIE2 16GB,DDR4,16750,16,DIMM,Single Channel
Corsair CMK16GX4M2Z4000C18 8GB,DDR4,16600,8,DIMM,Single Channel
Corsair CMG64GX4M2D3600C18 32GB,DDR4,19150,32,Dual In-Line Memory Module (DIMM),"Unbuffered, Non-ECC"
Chun Well Technology Holding Limited MD4U0836165BCW 8GB,DDR4,18800,8,UDIMM,Single Rank x16
Chun Well Technology Holding Limited D4U0836144B 8GB,DDR4,18400,8,SO-DIMM,Dual In-Line Memory Module
G Skill Intl F4-3200C14-8GVR 8GB,DDR4,18400,8,DIMM,Dual Channel
Shanghai Kuxin Microelectronics Ltd NMUD480E82-3200 8GB,DDR4,18350,8,SO-DIMM,SDRAM
Crucial Technology BLM8G40C18U4B.M8FE1 8GB,DDR4,18350,8,SO-DIMM,Unbuffered
G Skill Intl F4-3200C14-8GTZKY 8GB,DDR4,18300,8,SO-DIMM,Dual Channel
Shanghai Kuxin Microelectronics Ltd NMUD480E86-3000 8GB,DDR4,18200,8,SO-DIMM,Dual Channel
G Skill Intl F4-3600C16-16GTRGC 16GB,DDR4,18200,16,DIMM,Dual Channel
Crucial Technology BLS8G4D32AESCK.M8FE1 8GB,DDR4,18100,8,DIMM (based on the typical form factor for DDR4 RAM modules),Unbuffered/SO-DIMM (assuming it's a desktop or server module)
Corsair CMW32GX4M4C3200C14 8GB,DDR4,18100,8,SO-DIMM,Dual Channel
Crucial Technology BL16G36C16U4B.M8FB1 16GB,DDR4,18050,16,UDIMM,Single Rank
Corsair CMR32GX4M2C3333C16 16GB,DDR4,18000,16,DIMM,Dual Channel
V-Color Technology Inc. TL48G30S8KSRGB15 8GB,DDR4,17950,8,SO-DIMM,Single Rank
Essencore Limited KD48GU880-36A180X 8GB,DDR4,17950,8,SO-DIMM,
G Skill Intl F4-3600C16-16GVKC 16GB,DDR4,17900,16,Dual In-Line Memory Module (DIMM),UDIMM
G Skill Intl F4-4133C17-8GTZR 8GB,DDR4,17850,8,SO-DIMM,Dual Channel
Chun Well Technology Holding Limited CL18-20-20 D4-3600 8GB,DDR4,17650,8,SO-DIMM,Dual Channel
Wilk Elektronik S.A. IRP4000D4V64L18S/8G 8GB,DDR4,17650,8,SO-DIMM,Unbuffered
G Skill Intl F4-3733C17-16GTZR 16GB,DDR4,17600,16,SO-DIMM,1Rx8
Kingston KHX3600C17D4/8GX 8GB,DDR4,17550,8,SO-DIMM,Unbuffered
Crucial Technology BLS16G4D32AESE.M16FE 16GB,DDR4,17500,16,SO-DIMM,Dual Channel
G Skill Intl F4-3600C19-16GVRB 16GB,DDR4,17500,16,SO-DIMM,Dual Channel
Corsair CMR32GX4M2C3200C16 16GB,DDR4,17500,16,SO-DIMM,Dual Channel
Corsair CMH32GX4M4D3600C18 8GB,DDR4,17500,8,DIMM,"PC4-17500, Single-Rank"
G Skill Intl F4-4400C19-8GTZKK 8GB,DDR4,17300,8,DIMM,x8 Dual Channel
Corsair CMK16GX4M2K4266C16 8GB,DDR4,17150,8,DIMM,Dual Channel
G Skill Intl F4-3600C16-16GTRS 16GB,DDR4,17100,16,SO-DIMM,Dual Channel
Crucial Technology CT16G4DFD832A.C16FJ 16GB,DDR4,16250,16,SO-DIMM,PC4-3200
Corsair CMH32GX4M2Z3600C18 16GB,DDR4,18600,16,SO-DIMM,x8 Dual Channel
G Skill Intl F4-3600C16-32GTZR 32GB,DDR4,18450,32,UDIM,Dual Channel
Corsair CMT64GX4M4Z3600C18 16GB,DDR4,18400,16,DIMM,Dual In-Line Memory Module
Corsair CMW8GX4M1Z3600C18 8GB,DDR4,18350,8,DIMM,"Single-Rank, XMP"
G Skill Intl F4-3200C14-8GTZRX 8GB,DDR4,18150,8,SO-DIMM,Dual Channel
Crucial Technology BL16G36C16U4W.M8FB1 16GB,DDR4,18150,16,SO-DIMM,Single Module
Corsair CMW32GX4M2C3466C16 16GB,DDR4,18150,16,DIMM,XMP
Neo Forza NMUD480E86-3200 8GB,DDR4,18100,8,SO-DIMM,Dual In-Line
Crucial Technology BL16G36C16U4BL.M8FB1 16GB,DDR4,18000,16,UDIMM,Dual In-Line Memory Module
Corsair CMN32GX4M2Z3600C16 16GB,DDR4,17850,16,DIMM,Dual Channel
Corsair CMH16GX4M2D3600C18 8GB,DDR4,17850,8,DIMM,Dual Channel
Corsair CMT32GX4M4C3600C18 8GB,DDR4,17300,8,UDIM,Dual Channel
G Skill Intl F4-3000C16-16GTRG 16GB,DDR4,17250,16,SO-DIMM,Dual Channel
G Skill Intl F4-3600C19-8GTZRB 8GB,DDR4,17150,8,SO-DIMM,Dual Channel
G Skill Intl F4-4000C18-32GVK 32GB,DDR4,16950,32,DIMM,Dual Channel
SanMax Technologies Inc. SMD4-U16G48HD1-29Y 16GB,DDR4,16800,16,UDIMM,Single Rank
Kingston X0N6VG-HYD2 16GB,DDR4,16700,16,SO-DIMM,Dual Channel
Corsair CMH64GX4M4D3600C18 16GB,DDR4,16600,16,Dual In-Line Memory Module (DIMM),4x4GB
Crucial Technology CT16G4SFD832A.C16FN 16GB,DDR4,16200,16,SO-DIMM,Dual Channel
Corsair CMH16GX4M2Z3200C16 8GB,DDR4,18700,8,SO-DIMM,Dual Channel
G Skill Intl F4-3466C18-8GTZRXB 8GB,DDR4,18450,8,SO-DIMM,Dual Channel
G Skill Intl F4-3600C18-16GTRS 16GB,DDR4,18400,16,SO-DIMM,Dual Channel
"PNY Technologies, Inc. 16GF2X08RHLL42-135-K 16GB",DDR4,18400,16,UDIMM,1Rx8
Crucial Technology BLS8G4D32AESEK.M8FE 8GB,DDR4,18250,8,SO-DIMM,Single Rank
Essencore Limited IM48GU48A32-GIISMZ 8GB,DDR4,18000,8,SO-DIMM,"Single Rank, x16"
G Skill Intl F4-3200C14-8GVK 8GB,DDR4,18000,8,DIMM,x1
G Skill Intl F4-3200C16-8GSXKB 8GB,DDR4,18000,8,SO-DIMM,Dual Channel
Corsair CMH32GX4M2Z3200C16 16GB,DDR4,18000,16,DIMM,Dual In-Line Memory Module
Corsair CMR32GX4M2C3000C15 16GB,DDR4,17900,16,UDIM,Dual Channel
Crucial Technology BL32G32C16U4BL.M16FB 32GB,DDR4,17900,32,SO-DIMM,"Single Rank, x8"
G Skill Intl F4-3600C17-8GTRG 8GB,DDR4,17850,8,DIMM,Dual Channel
Neo Forza NMUD416E82-3600 16GB,DDR4,17800,16,UDIMM (Unregistered DIMM),Dual In-Line Memory Module (Dual in-line)
A-DATA Technology DDR4 3600 8GB,DDR4,17700,8,SO-DIMM,Single Channel
GIGA - BYTE Technology Co Ltd GP-ARS16G32 8GB,DDR4,17650,8,UDIM,Single Rank x16
Corsair CMW64GX4M2D3000C16 32GB,DDR4,17650,32,Dual Inline Memory Module (DIMM),"PC4-17700, Unbuffered"
"PNY Technologies, Inc. 16GU2X08QJLL52-12-K 16GB",DDR4,17600,16,SO-DIMM,Single Rank x8
Team Group Inc. TEAMGROUP-UD4-3600 8GB,DDR4,17500,8,SO-DIMM,Single Channel
"PNY Technologies, Inc. 8GBF1X08QFHH39-135-K 8GB",DDR4,17450,8,SO-DIMM,PC4-1733
G Skill Intl F4-3600C19-16GTRS 16GB,DDR4,17300,16,SO-DIMM,Dual Channel
Corsair CMT32GX4M4Z3200C16 8GB,DDR4,17250,8,DIMM,Dual Channel
Kingston KHX3600C17D4/16GX 16GB,DDR4,17250,16,SO-DIMM,Dual In-Line
Crucial Technology BL8G36C16U4R.M8FE1 8GB,DDR4,17200,8,SO-DIMM,Single Rank
Corsair CMK16GX4M2K4000C19 8GB,DDR4,17150,8,DIMM,Dual Channel
G Skill Intl F4-3600C16-8GTZRC 8GB,DDR4,17050,8,SO-DIMM,Dual Channel
V-Color Technology Inc. TL8G36818D-E6PRKWK 8GB,DDR4,17000,8,DIMM,Unbuffered
Crucial Technology BL32G32C16U4R.M16FB1 32GB,DDR4,17000,32,SO-DIMM,Dual Channel
Corsair CMT32GX4M2Z3600C18 16GB,DDR4,17000,16,DIMM,Dual Channel
Crucial Technology BL32G32C16U4W.M16FB1 32GB,DDR4,16950,32,UDIMM,x16
SanMax Technologies Inc. SMD4-U16G48MJ-32AA 16GB,DDR4,16850,16,UDIMM,1Rx8
Corsair CM4X8GD3600C18K2D 8GB,DDR4,16800,8,Dual Inline Memory Module (DIMM),"Unbuffered, Single-Channel"
"PNY Technologies, Inc. M4U16S682QMMM52-12 16GB",DDR4,16600,16,UDIM,Unbuffered Dual In-Line Memory Module (UDIM)
Kingston XWM8G1-MIE 32GB,DDR4,16450,32,SO-DIMM,Dual Channel
Kingston KHX3466C16D4/8GX 8GB,DDR4,16400,8,DIMM,x4
Avant Technology J642GU42J2320NQ 16GB,DDR4,15450,16,UDIMM (Unbuffered Dual In-Line Memory Module),"x8 (8 banks, 2 rows per bank)"
Crucial Technology BL8G32C16U4R.M8FE 8GB,DDR4,18200,8,SO-DIMM,Single Sided
G Skill Intl F4-3200C14-16GVK 16GB,DDR4,18000,16,DIMM,Dual Channel
Corsair CMR128GX4M8C3000C16 16GB,DDR4,17800,16,DIMM,"Unbuffered, Dual In-Line Memory Module (UDIMM)"
Corsair CMD16GX4M4B3333C16 4GB,DDR4,17650,4,DIMM,Dual Channel
G Skill Intl F4-3600C18-8GTZR 8GB,DDR4,17600,8,Dual In-Line (DIMM),XMP 2.0
Patriot Memory (PDP Systems) 3600 C14 Series 8GB,DDR4,17550,8,SO-DIMM,PC4-17500
G Skill Intl F4-3200C14-16GTZR 16GB,DDR4,17500,16,UDIM (Unbuffered Dimm),Dual Channel
Essencore Limited KD48GU880-34A170X 8GB,DDR4,17400,8,SO-DIMM,"Single-Rank, Dual-Channel"
Corsair CMW32GX4M4C3600C18 8GB,DDR4,17400,8,DIMM,"Dual In-Line Memory Module, 288-Pin"
Corsair CMR32GX4M4C3466C16 8GB,DDR4,17400,8,DIMM,X4
Thermaltake Technology Co Ltd R009D408GX2-3600C18B 8GB,DDR4,17300,8,SO-DIMM,"Single Rank, X8"
Corsair CMT32GX4M4K4000C19 8GB,DDR4,17200,8,DIMM,Dual Channel
G Skill Intl F4-3200C16-16GTZA 16GB,DDR4,17100,16,SO-DIMM,Dual Channel
Crucial Technology BL8G32C16U4RL.M8FE1 8GB,DDR4,17050,8,SO-DIMM,Unbuffered
Thermaltake Technology Co Ltd R022D408GX2-3600C18A 8GB,DDR4,17050,8,SO-DIMM,"Unbuffered, Non-ECC"
Lenovo LMKUFG68AHFHD-32A 16GB,DDR4,17000,16,SODIMM,Single Channel
Gold Key Technology Co Ltd NMUD480E86-3200D 8GB,DDR4,16900,8,SO-DIMM,x1
Corsair CMD64GX4M8X4000C19 8GB,DDR4,14000,8,DIMM,Dual Channel
G Skill Intl F4-3200C14-16GTZKO 16GB,DDR4,18550,16,UDIM,
G Skill Intl F4-3200C16-16GRS 16GB,DDR4,18350,16,DIMM,Dual Channel
Crucial Technology BL8G32C16U4BL.M8FE1 8GB,DDR4,18050,8,SO-DIMM,Unbuffered
Corsair CMK32GX4M2B3466C16 16GB,DDR4,18000,16,Dual In-Line Memory Module (DIMM),"288-pin, PC4-3600"
G Skill Intl F4-3466C16-4GTZ 4GB,DDR4,17900,4,SO-DIMM,Dual Channel
Crucial Technology BL16G32C16U4B.16FE 16GB,DDR4,17850,16,SO-DIMM,"Unbuffered, Single Rank"
G Skill Intl F4-3200C16-8GTZ 8GB,DDR4,17750,8,DIMM,Dual Channel
Crucial Technology BLE4G4D30AEEA.K8FE 4GB,DDR4,17700,4,SO-DIMM,Single-Rank
Shanghai Kuxin Microelectronics Ltd NMUD480E86-3200 8GB,DDR4,17650,8,SO-DIMM,Dual In-Line
Terabyte Co Ltd RCX2-16G3000R 8GB,DDR4,17650,8,SO-DIMM,Unbuffered
Crucial Technology BL8G36C16U4WL.M8FE1 8GB,DDR4,17650,8,SO-DIMM,UDIMM
G Skill Intl F4-3600C19-8GSXWB 8GB,DDR4,17600,8,SO-DIMM,Unbuffered
Crucial Technology BLS8G4D26BFSEK.8FBR 8GB,DDR4,17550,8,SO-DIMM,PC4-2133
G Skill Intl F4-3200C15-16GTZSK 16GB,DDR4,17550,16,DIMM,Dual Channel
Essencore Limited KD4AGU880-34A170X 16GB,DDR4,17500,16,SO-DIMM,Dual Channel
Corsair CMN32GX4M2Z3200C16 16GB,DDR4,17450,16,DIMM,Dual Channel
G Skill Intl F4-4000C19-8GTZKW 8GB,DDR4,17400,8,SO-DIMM,Dual Channel
Silicon Power Computer & Communications SP016GXLZU360BSA 16GB,DDR4,17300,16,SO-DIMM,Dual Channel
G Skill Intl F4-4000C18-16GVK 16GB,DDR4,17300,16,SO-DIMM,Dual Channel
A-DATA Technology AO1P32MC8T1-BW3S 8GB,DDR4,17250,8,SO-DIMM,
Crucial Technology BLS16G4D32AEST.M16FE 16GB,DDR4,17250,16,SO-DIMM,Dual In-Line
G Skill Intl F4-3600C18-8GTRS 8GB,DDR4,17200,8,SO-DIMM,Dual Channel
G Skill Intl F4-4000C18-32GTRS 32GB,DDR4,17200,32,UDIM,Dual Channel
Panram International Corporation W4U3200PS-16G 16GB,DDR4,17200,16,SO-DIMM,Dual In-Line
Kingston KHX3466C19D4/8G 8GB,DDR4,17150,8,DIMM,Unbuffered
GIGA - BYTE Technology Co Ltd GP-ARS16G37 8GB,DDR4,17150,8,SO-DIMM,x2
Kingston 9905702-184.A00G 8GB,DDR4,17100,8,SO-DIMM,Dual Channel
Thermaltake Technology Co Ltd R019D408GX2-3200C16A 8GB,DDR4,17100,8,SO-DIMM,UDIMM
Gold Key Technology Co Ltd NMUD416E82-3000D 16GB,DDR4,17050,16,SO-DIMM,Single Rank x8
Corsair CMD16GX4M4C3200C16 4GB,DDR4,17050,4,DIMM,Unbuffered Single Rank
Essencore Limited KD4AGU880-36A180U 16GB,DDR4,17000,16,UDIMM,Single Rank
G Skill Intl F4-3200C16-16GSXKB 16GB,DDR4,17000,16,DIMM,Dual Channel
Golden Empire CL18-20-20 D4-3600 8GB,DDR4,16750,8,SO-DIMM,Single Rank x16
Kingston KHX2933C17S4/32G 32GB,DDR4,16700,32,SO-DIMM,UDIMM
Patriot Memory (PDP Systems) 3600 C17 Series 4GB,DDR4,16650,4,SO-DIMM,Unbuffered
G Skill Intl F4-3600C17-16GTZR 16GB,DDR4,16550,16,UDIM,Dual Channel
Kingston KHX3200C20S4/16GX 16GB,DDR4,16500,16,SO-DIMM,PC4-3300
Avant Technology W644GU44J2320NH 32GB,DDR4,16250,32,SO-DIMM,Unbuffered
Corsair CMR64GX4M4C3466C16 16GB,DDR4,16200,16,UDIM,Dual In-Line Memory Module (DIMM)
Patriot Memory (PDP Systems) 3200 C18 Series 8GB,DDR4,18550,8,SO-DIMM,PC4-1866
G Skill Intl F4-3600C17-16GTZKK 16GB,DDR4,17900,16,Dual In-Line Memory Module (DIMM),UDIMM
Corsair CMK8GX4M2B3600C18 4GB,DDR4,17850,4,UDIMM,Dual Channel